service,metric,namespace,pod,timestamp,timestamp_unix,value,unit,cpu_cores,cpu_percent_of_one_core,memory_bytes,memory_mib
pbx-web,cpu_usage,pbx-web,lab-rebuild-relay-79957dbd4-xsqhl,2026-07-30T18:40:56.296000Z,1785436856.296,0.00024341517089609502,cores,0.00024341517089609502,0.0243415170896095,,
pbx-web,cpu_usage,pbx-web,lab-rebuild-relay-79957dbd4-xsqhl,2026-07-30T19:40:56.296000Z,1785440456.296,0.0003977874894729038,cores,0.0003977874894729038,0.03977874894729038,,
pbx-web,cpu_usage,pbx-web,lab-rebuild-relay-79957dbd4-xsqhl,2026-07-30T20:40:56.296000Z,1785444056.296,0.00038625017673716113,cores,0.00038625017673716113,0.038625017673716115,,
pbx-web,cpu_usage,pbx-web,lab-rebuild-relay-79957dbd4-xsqhl,2026-07-30T21:40:56.296000Z,1785447656.296,0.00038763327449883297,cores,0.00038763327449883297,0.0387633274498833,,
pbx-web,cpu_usage,pbx-web,lab-rebuild-relay-79957dbd4-xsqhl,2026-07-30T22:40:56.296000Z,1785451256.296,0.00040498312985036314,cores,0.00040498312985036314,0.04049831298503631,,
pbx-web,cpu_usage,pbx-web,lab-rebuild-relay-79957dbd4-xsqhl,2026-07-30T23:40:56.296000Z,1785454856.296,0.00039149235027614333,cores,0.00039149235027614333,0.03914923502761433,,
pbx-web,cpu_usage,pbx-web,lab-rebuild-relay-79957dbd4-xsqhl,2026-07-31T00:40:56.296000Z,1785458456.296,0.00040258989675091004,cores,0.00040258989675091004,0.040258989675091006,,
pbx-web,cpu_usage,pbx-web,lab-rebuild-relay-79957dbd4-xsqhl,2026-07-31T01:40:56.296000Z,1785462056.296,0.00040804744955198107,cores,0.00040804744955198107,0.040804744955198105,,
pbx-web,cpu_usage,pbx-web,lab-rebuild-relay-79957dbd4-xsqhl,2026-07-31T02:40:56.296000Z,1785465656.296,0.00038021964146039695,cores,0.00038021964146039695,0.03802196414603969,,
pbx-web,cpu_usage,pbx-web,lab-rebuild-relay-79957dbd4-xsqhl,2026-07-31T03:40:56.296000Z,1785469256.296,0.0004065720939205479,cores,0.0004065720939205479,0.04065720939205479,,
pbx-web,cpu_usage,pbx-web,lab-rebuild-relay-79957dbd4-xsqhl,2026-07-31T04:40:56.296000Z,1785472856.296,0.00040193431144059006,cores,0.00040193431144059006,0.04019343114405901,,
pbx-web,cpu_usage,pbx-web,lab-rebuild-relay-79957dbd4-xsqhl,2026-07-31T05:40:56.296000Z,1785476456.296,0.0003583921697788798,cores,0.0003583921697788798,0.03583921697788798,,
pbx-web,cpu_usage,pbx-web,lab-rebuild-relay-79957dbd4-xsqhl,2026-07-31T06:40:56.296000Z,1785480056.296,0.0004223427709444892,cores,0.0004223427709444892,0.04223427709444892,,
